,Cruise,Station,Type,yyyy-mm-ddThh:mm:ss.sss,Longitude [degrees_east],Latitude [degrees_north],Bot. Depth [m],NODC Accession Number,WOD Cruise Identifier,WOD Unique Cast,Platform,Project,Originator's Cruise,Originator's Station,Originator's Station Number,Investigator,Institution,Source,Instruments,Methods,pH Scale,Depth Correction Info,Depth [m],Temperature [degrees_C],Salinity [psu],Oxygen [~$m~#mol/kg],Phosphate,Silicate,Nitrate,Nitrite [~$m~#mol/kg],pH,Chlorophyll [~$m~#g/l],Plankton/Biomass,Alkalinity [meq/l],NO2+NO3 [~$m~#mol/kg],pCO~_2 [~$m~#atm],tCO2,Tritium [TU],Helium [nmol/kg],~$d~#~^3He [%],~$D~#~^1~^4C [~%],~$d~#~^1~^3C [~%],Argon [nmol/kg],Neon [nmol/kg],CFC11 [pmol/kg],CFC12 [pmol/kg],CFC113 [pmol/kg],~$d~#~^1~^8O [~%],Transmissivity [m~^-~^1],SA,CT,pdens
99,WOD_CANADA,8082355,B,1994-10-22T20:06,-167.98579,12.9985,,,CA012537,8082355,JOHN P. TULLY (CCGS;Offshore Oceangr.Science Vessel;call sign CG2958;built 1985),WORLD OCEAN CIRCULATION EXPERIMENT (WOCE),18DD9403_2,,,,,,var2 = CTD: TYPE UNKNOWN,,,,398.7,7.5423,34.426998,41.0,2.69,51.2,36.3,,,,,,,,1.9847928489295222e+18,,,,,,,,0.0,0.0,,,,34.594523,7.50272,26.902199
100,WOD_CANADA,8082355,B,1994-10-22T20:06,-167.98579,12.9985,,,CA012537,8082355,JOHN P. TULLY (CCGS;Offshore Oceangr.Science Vessel;call sign CG2958;built 1985),WORLD OCEAN CIRCULATION EXPERIMENT (WOCE),18DD9403_2,,,,,,var2 = CTD: TYPE UNKNOWN,,,,494.44,6.7659,34.473999,35.5,2.88,62.8,38.8,,,,,2.3834,,,2.0013240372351278e+18,,,,,,,,0.0,0.0,,,,34.643001,6.71873,27.049052
101,WOD_CANADA,8082355,B,1994-10-22T20:06,-167.98579,12.9985,,,CA012537,8082355,JOHN P. TULLY (CCGS;Offshore Oceangr.Science Vessel;call sign CG2958;built 1985),WORLD OCEAN CIRCULATION EXPERIMENT (WOCE),18DD9403_2,,,,,,var2 = CTD: TYPE UNKNOWN,,,,595.58,6.0539,34.485001,38.5,2.95,72.0,40.1,,,,,2.3906,,,2.0093097072340718e+18,,,,,,,,0.0,0.0,,,,34.655281,6.0,27.152636
105,WOD_CANADA,8082361,B,1994-10-23T08:43,-168.25369,12.0012,,,CA012537,8082361,JOHN P. TULLY (CCGS;Offshore Oceangr.Science Vessel;call sign CG2958;built 1985),WORLD OCEAN CIRCULATION EXPERIMENT (WOCE),18DD9403_2,,,,,,var2 = CTD: TYPE UNKNOWN,,,,302.14,9.4139,34.553001,33.4,2.61,40.3,34.6,,,,,,,,1.9479857962061307e+18,,,,,,,,0.0,0.0,,,,34.719828,9.37782,26.711985
106,WOD_CANADA,8082361,B,1994-10-23T08:43,-168.25369,12.0012,,,CA012537,8082361,JOHN P. TULLY (CCGS;Offshore Oceangr.Science Vessel;call sign CG2958;built 1985),WORLD OCEAN CIRCULATION EXPERIMENT (WOCE),18DD9403_2,,,,,,var2 = CTD: TYPE UNKNOWN,,,,400.01,8.3887,34.560001,41.7,2.68,46.4,36.7,,,,,,,,1.985882728030969e+18,,,,,,,,0.0,0.0,,,,34.728027,8.34425,26.881762
107,WOD_CANADA,8082361,B,1994-10-23T08:43,-168.25369,12.0012,,,CA012537,8082361,JOHN P. TULLY (CCGS;Offshore Oceangr.Science Vessel;call sign CG2958;built 1985),WORLD OCEAN CIRCULATION EXPERIMENT (WOCE),18DD9403_2,,,,,,var2 = CTD: TYPE UNKNOWN,,,,795.97,5.363,34.532001,34.7,3.11,80.1,42.6,,,,,2.393,,,2.024517800109746e+18,,,,,,,,0.0,0.0,,,,34.704337,5.29379,27.277874
110,WOD_CANADA,8082361,B,1994-10-23T08:43,-168.25369,12.0012,,,CA012537,8082361,JOHN P. TULLY (CCGS;Offshore Oceangr.Science Vessel;call sign CG2958;built 1985),WORLD OCEAN CIRCULATION EXPERIMENT (WOCE),18DD9403_2,,,,,,var2 = CTD: TYPE UNKNOWN,,,,302.14,9.4139,34.553001,33.4,2.61,40.3,34.6,,,,,,,,1.9479857962061307e+18,,,,,,,,0.0,0.0,,,,34.719828,9.37782,26.711985
111,WOD_CANADA,8082361,B,1994-10-23T08:43,-168.25369,12.0012,,,CA012537,8082361,JOHN P. TULLY (CCGS;Offshore Oceangr.Science Vessel;call sign CG2958;built 1985),WORLD OCEAN CIRCULATION EXPERIMENT (WOCE),18DD9403_2,,,,,,var2 = CTD: TYPE UNKNOWN,,,,400.01,8.3887,34.560001,41.7,2.68,46.4,36.7,,,,,,,,1.985882728030969e+18,,,,,,,,0.0,0.0,,,,34.728027,8.34425,26.881762
112,WOD_CANADA,8082361,B,1994-10-23T08:43,-168.25369,12.0012,,,CA012537,8082361,JOHN P. TULLY (CCGS;Offshore Oceangr.Science Vessel;call sign CG2958;built 1985),WORLD OCEAN CIRCULATION EXPERIMENT (WOCE),18DD9403_2,,,,,,var2 = CTD: TYPE UNKNOWN,,,,795.97,5.363,34.532001,34.7,3.11,80.1,42.6,,,,,2.393,,,2.024517800109746e+18,,,,,,,,0.0,0.0,,,,34.704337,5.29379,27.277874
114,WOD_CANADA,8082367,B,1994-10-23T20:55,-168.51199,11.0063,,,CA012537,8082367,JOHN P. TULLY (CCGS;Offshore Oceangr.Science Vessel;call sign CG2958;built 1985),WORLD OCEAN CIRCULATION EXPERIMENT (WOCE),18DD9403_2,,,,,,var2 = CTD: TYPE UNKNOWN,,,,200.85,11.1656,34.659,22.9,2.48,30.5,33.1,,,,,2.3273,,,1.9571861313055672e+18,,,,,,,,0.315,0.163,,,,34.825094,11.13668,26.489665
116,WOD_CANADA,8082367,B,1994-10-23T20:55,-168.51199,11.0063,,,CA012537,8082367,JOHN P. TULLY (CCGS;Offshore Oceangr.Science Vessel;call sign CG2958;built 1985),WORLD OCEAN CIRCULATION EXPERIMENT (WOCE),18DD9403_2,,,,,,var2 = CTD: TYPE UNKNOWN,,,,398.14,9.2842,34.644001,18.1,2.79,39.2,36.9,,,,,2.2691,,,1.9794999361741312e+18,,,,,,,,0.0,0.0,,,,34.812261,9.23578,26.80683
117,WOD_CANADA,8082367,B,1994-10-23T20:55,-168.51199,11.0063,,,CA012537,8082367,JOHN P. TULLY (CCGS;Offshore Oceangr.Science Vessel;call sign CG2958;built 1985),WORLD OCEAN CIRCULATION EXPERIMENT (WOCE),18DD9403_2,,,,,,var2 = CTD: TYPE UNKNOWN,,,,597.31,7.3225,34.543999,21.3,2.98,59.5,40.0,,,,,2.1621,,,2.0006122388671012e+18,,,,,,,,0.0,0.0,,,,34.714005,7.26154,27.029763
118,WOD_CANADA,8082367,B,1994-10-23T20:55,-168.51199,11.0063,,,CA012537,8082367,JOHN P. TULLY (CCGS;Offshore Oceangr.Science Vessel;call sign CG2958;built 1985),WORLD OCEAN CIRCULATION EXPERIMENT (WOCE),18DD9403_2,,,,,,var2 = CTD: TYPE UNKNOWN,,,,745.38,6.0866,34.528,24.1,3.13,73.6,42.5,,,,,2.3746,,,2.015739578380153e+18,,,,,,,,,,,,,34.699506,6.01768,27.185094
120,WOD_CANADA,8082367,B,1994-10-23T20:55,-168.51199,11.0063,,,CA012537,8082367,JOHN P. TULLY (CCGS;Offshore Oceangr.Science Vessel;call sign CG2958;built 1985),WORLD OCEAN CIRCULATION EXPERIMENT (WOCE),18DD9403_2,,,,,,var2 = CTD: TYPE UNKNOWN,,,,200.85,11.1656,34.659,22.9,2.48,30.5,33.1,,,,,2.3273,,,1.9571861313055672e+18,,,,,,,,0.315,0.163,,,,34.825094,11.13668,26.489665
122,WOD_CANADA,8082367,B,1994-10-23T20:55,-168.51199,11.0063,,,CA012537,8082367,JOHN P. TULLY (CCGS;Offshore Oceangr.Science Vessel;call sign CG2958;built 1985),WORLD OCEAN CIRCULATION EXPERIMENT (WOCE),18DD9403_2,,,,,,var2 = CTD: TYPE UNKNOWN,,,,398.14,9.2842,34.644001,18.1,2.79,39.2,36.9,,,,,2.2691,,,1.9794999361741312e+18,,,,,,,,0.0,0.0,,,,34.812261,9.23578,26.80683
123,WOD_CANADA,8082367,B,1994-10-23T20:55,-168.51199,11.0063,,,CA012537,8082367,JOHN P. TULLY (CCGS;Offshore Oceangr.Science Vessel;call sign CG2958;built 1985),WORLD OCEAN CIRCULATION EXPERIMENT (WOCE),18DD9403_2,,,,,,var2 = CTD: TYPE UNKNOWN,,,,597.31,7.3225,34.543999,21.3,2.98,59.5,40.0,,,,,2.1621,,,2.0006122388671012e+18,,,,,,,,0.0,0.0,,,,34.714005,7.26154,27.029763
124,WOD_CANADA,8082367,B,1994-10-23T20:55,-168.51199,11.0063,,,CA012537,8082367,JOHN P. TULLY (CCGS;Offshore Oceangr.Science Vessel;call sign CG2958;built 1985),WORLD OCEAN CIRCULATION EXPERIMENT (WOCE),18DD9403_2,,,,,,var2 = CTD: TYPE UNKNOWN,,,,745.38,6.0866,34.528,24.1,3.13,73.6,42.5,,,,,2.3746,,,2.015739578380153e+18,,,,,,,,,,,,,34.699506,6.01768,27.185094
126,WOD_CANADA,8082375,B,1994-10-24T09:07,-168.7473,10.0162,,,CA012537,8082375,JOHN P. TULLY (CCGS;Offshore Oceangr.Science Vessel;call sign CG2958;built 1985),WORLD OCEAN CIRCULATION EXPERIMENT (WOCE),18DD9403_2,,,,,,var2 = CTD: TYPE UNKNOWN,,,,203.24,10.7363,34.655998,22.5,2.46,31.7,33.5,,,,,2.3578,,,1.959063014727661e+18,,,,,,,,0.246,0.224,,,,34.822394,10.70771,26.564625
127,WOD_CANADA,8082375,B,1994-10-24T09:07,-168.7473,10.0162,,,CA012537,8082375,JOHN P. TULLY (CCGS;Offshore Oceangr.Science Vessel;call sign CG2958;built 1985),WORLD OCEAN CIRCULATION EXPERIMENT (WOCE),18DD9403_2,,,,,,var2 = CTD: TYPE UNKNOWN,,,,299.18,9.8192,34.666,18.1,2.61,35.7,36.0,,,,,2.3447,,,1.9728387715393078e+18,,,,,,,,0.0,0.0,,,,34.833459,9.7805,26.733319
128,WOD_CANADA,8082375,B,1994-10-24T09:07,-168.7473,10.0162,,,CA012537,8082375,JOHN P. TULLY (CCGS;Offshore Oceangr.Science Vessel;call sign CG2958;built 1985),WORLD OCEAN CIRCULATION EXPERIMENT (WOCE),18DD9403_2,,,,,,var2 = CTD: TYPE UNKNOWN,,,,400.73,8.9064,34.624001,18.4,2.77,41.7,36.7,,,,,2.3864,,,1.9831631505794847e+18,,,,,,,,0.0,0.0,,,,34.792042,8.85919,26.851493
129,WOD_CANADA,8082375,B,1994-10-24T09:07,-168.7473,10.0162,,,CA012537,8082375,JOHN P. TULLY (CCGS;Offshore Oceangr.Science Vessel;call sign CG2958;built 1985),WORLD OCEAN CIRCULATION EXPERIMENT (WOCE),18DD9403_2,,,,,,var2 = CTD: TYPE UNKNOWN,,,,598.92,6.8913,34.540001,20.6,3.03,60.0,39.8,,,,,2.3999,,,2.0040452458688796e+18,,,,,,,,0.0,0.0,,,,34.709719,6.83228,27.085887
130,WOD_CANADA,8082375,B,1994-10-24T09:07,-168.7473,10.0162,,,CA012537,8082375,JOHN P. TULLY (CCGS;Offshore Oceangr.Science Vessel;call sign CG2958;built 1985),WORLD OCEAN CIRCULATION EXPERIMENT (WOCE),18DD9403_2,,,,,,var2 = CTD: TYPE UNKNOWN,,,,793.65,5.4219,34.532001,30.3,3.14,80.2,42.9,,,,,2.4431,,,2.019755717074996e+18,,,,,,,,0.0,0.0,,,,34.703753,5.35253,27.270416
132,WOD_CANADA,8082375,B,1994-10-24T09:07,-168.7473,10.0162,,,CA012537,8082375,JOHN P. TULLY (CCGS;Offshore Oceangr.Science Vessel;call sign CG2958;built 1985),WORLD OCEAN CIRCULATION EXPERIMENT (WOCE),18DD9403_2,,,,,,var2 = CTD: TYPE UNKNOWN,,,,203.24,10.7363,34.655998,22.5,2.46,31.7,33.5,,,,,2.3578,,,1.959063014727661e+18,,,,,,,,0.246,0.224,,,,34.822394,10.70771,26.564625
133,WOD_CANADA,8082375,B,1994-10-24T09:07,-168.7473,10.0162,,,CA012537,8082375,JOHN P. TULLY (CCGS;Offshore Oceangr.Science Vessel;call sign CG2958;built 1985),WORLD OCEAN CIRCULATION EXPERIMENT (WOCE),18DD9403_2,,,,,,var2 = CTD: TYPE UNKNOWN,,,,299.18,9.8192,34.666,18.1,2.61,35.7,36.0,,,,,2.3447,,,1.9728387715393078e+18,,,,,,,,0.0,0.0,,,,34.833459,9.7805,26.733319
134,WOD_CANADA,8082375,B,1994-10-24T09:07,-168.7473,10.0162,,,CA012537,8082375,JOHN P. TULLY (CCGS;Offshore Oceangr.Science Vessel;call sign CG2958;built 1985),WORLD OCEAN CIRCULATION EXPERIMENT (WOCE),18DD9403_2,,,,,,var2 = CTD: TYPE UNKNOWN,,,,400.73,8.9064,34.624001,18.4,2.77,41.7,36.7,,,,,2.3864,,,1.9831631505794847e+18,,,,,,,,0.0,0.0,,,,34.792042,8.85919,26.851493
135,WOD_CANADA,8082375,B,1994-10-24T09:07,-168.7473,10.0162,,,CA012537,8082375,JOHN P. TULLY (CCGS;Offshore Oceangr.Science Vessel;call sign CG2958;built 1985),WORLD OCEAN CIRCULATION EXPERIMENT (WOCE),18DD9403_2,,,,,,var2 = CTD: TYPE UNKNOWN,,,,598.92,6.8913,34.540001,20.6,3.03,60.0,39.8,,,,,2.3999,,,2.0040452458688796e+18,,,,,,,,0.0,0.0,,,,34.709719,6.83228,27.085887
136,WOD_CANADA,8082375,B,1994-10-24T09:07,-168.7473,10.0162,,,CA012537,8082375,JOHN P. TULLY (CCGS;Offshore Oceangr.Science Vessel;call sign CG2958;built 1985),WORLD OCEAN CIRCULATION EXPERIMENT (WOCE),18DD9403_2,,,,,,var2 = CTD: TYPE UNKNOWN,,,,793.65,5.4219,34.532001,30.3,3.14,80.2,42.9,,,,,2.4431,,,2.019755717074996e+18,,,,,,,,0.0,0.0,,,,34.703753,5.35253,27.270416
138,WOD_CANADA,8082381,B,1994-10-24T21:01,-168.7542,8.9952,,,CA012537,8082381,JOHN P. TULLY (CCGS;Offshore Oceangr.Science Vessel;call sign CG2958;built 1985),WORLD OCEAN CIRCULATION EXPERIMENT (WOCE),18DD9403_2,,,,,,var2 = CTD: TYPE UNKNOWN,,,,188.05,11.1668,34.660999,20.9,2.46,30.9,33.1,,,,,2.3509,,,1.965980287710915e+18,,,,,,,,0.295,0.652,,,,34.826927,11.13946,26.490574
141,WOD_CANADA,8082381,B,1994-10-24T21:01,-168.7542,8.9952,,,CA012537,8082381,JOHN P. TULLY (CCGS;Offshore Oceangr.Science Vessel;call sign CG2958;built 1985),WORLD OCEAN CIRCULATION EXPERIMENT (WOCE),18DD9403_2,,,,,,var2 = CTD: TYPE UNKNOWN,,,,397.86,8.913,34.623001,21.7,2.7,40.6,36.8,,,,,2.3508,,,1.9796038619363523e+18,,,,,,,,0.0,0.0,,,,34.790852,8.86612,26.849474
142,WOD_CANADA,8082381,B,1994-10-24T21:01,-168.7542,8.9952,,,CA012537,8082381,JOHN P. TULLY (CCGS;Offshore Oceangr.Science Vessel;call sign CG2958;built 1985),WORLD OCEAN CIRCULATION EXPERIMENT (WOCE),18DD9403_2,,,,,,var2 = CTD: TYPE UNKNOWN,,,,398.76,8.9051,34.623001,20.9,2.71,40.8,36.9,,,,,2.3643,,,1.9802716060393434e+18,,,,,,,,0.0,0.0,,,,34.790859,8.85814,26.850742
143,WOD_CANADA,8082381,B,1994-10-24T21:01,-168.7542,8.9952,,,CA012537,8082381,JOHN P. TULLY (CCGS;Offshore Oceangr.Science Vessel;call sign CG2958;built 1985),WORLD OCEAN CIRCULATION EXPERIMENT (WOCE),18DD9403_2,,,,,,var2 = CTD: TYPE UNKNOWN,,,,596.85,6.8268,34.535999,23.5,3.0,62.0,40.3,,,,,2.3828,,,2.0036421563985193e+18,,,,,,,,0.0,0.0,,,,34.705431,6.76836,27.091214
144,WOD_CANADA,8082381,B,1994-10-24T21:01,-168.7542,8.9952,,,CA012537,8082381,JOHN P. TULLY (CCGS;Offshore Oceangr.Science Vessel;call sign CG2958;built 1985),WORLD OCEAN CIRCULATION EXPERIMENT (WOCE),18DD9403_2,,,,,,var2 = CTD: TYPE UNKNOWN,,,,794.37,5.5725,34.535,35.3,3.11,81.1,42.5,,,,,2.4042,,,2.0232611846421053e+18,,,,,,,,0.0,0.0,,,,34.706524,5.50206,27.254603
146,WOD_CANADA,8082381,B,1994-10-24T21:01,-168.7542,8.9952,,,CA012537,8082381,JOHN P. TULLY (CCGS;Offshore Oceangr.Science Vessel;call sign CG2958;built 1985),WORLD OCEAN CIRCULATION EXPERIMENT (WOCE),18DD9403_2,,,,,,var2 = CTD: TYPE UNKNOWN,,,,188.05,11.1668,34.660999,20.9,2.46,30.9,33.1,,,,,2.3509,,,1.965980287710915e+18,,,,,,,,0.295,0.652,,,,34.826927,11.13946,26.490574
149,WOD_CANADA,8082381,B,1994-10-24T21:01,-168.7542,8.9952,,,CA012537,8082381,JOHN P. TULLY (CCGS;Offshore Oceangr.Science Vessel;call sign CG2958;built 1985),WORLD OCEAN CIRCULATION EXPERIMENT (WOCE),18DD9403_2,,,,,,var2 = CTD: TYPE UNKNOWN,,,,397.86,8.913,34.623001,21.7,2.7,40.6,36.8,,,,,2.3508,,,1.9796038619363523e+18,,,,,,,,0.0,0.0,,,,34.790852,8.86612,26.849474
150,WOD_CANADA,8082381,B,1994-10-24T21:01,-168.7542,8.9952,,,CA012537,8082381,JOHN P. TULLY (CCGS;Offshore Oceangr.Science Vessel;call sign CG2958;built 1985),WORLD OCEAN CIRCULATION EXPERIMENT (WOCE),18DD9403_2,,,,,,var2 = CTD: TYPE UNKNOWN,,,,398.76,8.9051,34.623001,20.9,2.71,40.8,36.9,,,,,2.3643,,,1.9802716060393434e+18,,,,,,,,0.0,0.0,,,,34.790859,8.85814,26.850742
151,WOD_CANADA,8082381,B,1994-10-24T21:01,-168.7542,8.9952,,,CA012537,8082381,JOHN P. TULLY (CCGS;Offshore Oceangr.Science Vessel;call sign CG2958;built 1985),WORLD OCEAN CIRCULATION EXPERIMENT (WOCE),18DD9403_2,,,,,,var2 = CTD: TYPE UNKNOWN,,,,596.85,6.8268,34.535999,23.5,3.0,62.0,40.3,,,,,2.3828,,,2.0036421563985193e+18,,,,,,,,0.0,0.0,,,,34.705431,6.76836,27.091214
152,WOD_CANADA,8082381,B,1994-10-24T21:01,-168.7542,8.9952,,,CA012537,8082381,JOHN P. TULLY (CCGS;Offshore Oceangr.Science Vessel;call sign CG2958;built 1985),WORLD OCEAN CIRCULATION EXPERIMENT (WOCE),18DD9403_2,,,,,,var2 = CTD: TYPE UNKNOWN,,,,794.37,5.5725,34.535,35.3,3.11,81.1,42.5,,,,,2.4042,,,2.0232611846421053e+18,,,,,,,,0.0,0.0,,,,34.706524,5.50206,27.254603
154,WOD_CANADA,8082391,B,1994-10-25T10:13,-168.7365,8.0047,,,CA012537,8082391,JOHN P. TULLY (CCGS;Offshore Oceangr.Science Vessel;call sign CG2958;built 1985),WORLD OCEAN CIRCULATION EXPERIMENT (WOCE),18DD9403_2,,,,,,var2 = CTD: TYPE UNKNOWN,,,,298.1,9.5095,34.650002,31.8,2.57,35.9,35.2,,,,,2.3572,,,1.9709418509571535e+18,,,,,,,,0.0,0.316,,,,34.817155,9.47192,26.772021
155,WOD_CANADA,8082391,B,1994-10-25T10:13,-168.7365,8.0047,,,CA012537,8082391,JOHN P. TULLY (CCGS;Offshore Oceangr.Science Vessel;call sign CG2958;built 1985),WORLD OCEAN CIRCULATION EXPERIMENT (WOCE),18DD9403_2,,,,,,var2 = CTD: TYPE UNKNOWN,,,,397.68,8.6966,34.615002,26.6,2.74,42.3,37.1,,,,,2.3637,,,1.9826971332057938e+18,,,,,,,,0.0,0.0,,,,34.782655,8.65054,26.876991
156,WOD_CANADA,8082391,B,1994-10-25T10:13,-168.7365,8.0047,,,CA012537,8082391,JOHN P. TULLY (CCGS;Offshore Oceangr.Science Vessel;call sign CG2958;built 1985),WORLD OCEAN CIRCULATION EXPERIMENT (WOCE),18DD9403_2,,,,,,var2 = CTD: TYPE UNKNOWN,,,,595.38,6.7502,34.550999,36.4,2.94,58.8,39.8,,,,,2.3794,,,1.9969979434985562e+18,,,,,,,,0.0,0.0,,,,34.720253,6.69205,27.113122
157,WOD_CANADA,8082391,B,1994-10-25T10:13,-168.7365,8.0047,,,CA012537,8082391,JOHN P. TULLY (CCGS;Offshore Oceangr.Science Vessel;call sign CG2958;built 1985),WORLD OCEAN CIRCULATION EXPERIMENT (WOCE),18DD9403_2,,,,,,var2 = CTD: TYPE UNKNOWN,,,,794.29,5.401,34.547001,42.6,3.09,77.1,42.5,,,,,2.4031,,,2.0119330227697925e+18,,,,,,,,0.0,0.0,,,,34.718343,5.33152,27.284403
159,WOD_CANADA,8082391,B,1994-10-25T10:13,-168.7365,8.0047,,,CA012537,8082391,JOHN P. TULLY (CCGS;Offshore Oceangr.Science Vessel;call sign CG2958;built 1985),WORLD OCEAN CIRCULATION EXPERIMENT (WOCE),18DD9403_2,,,,,,var2 = CTD: TYPE UNKNOWN,,,,298.1,9.5095,34.650002,31.8,2.57,35.9,35.2,,,,,2.3572,,,1.9709418509571535e+18,,,,,,,,0.0,0.316,,,,34.817155,9.47192,26.772021
160,WOD_CANADA,8082391,B,1994-10-25T10:13,-168.7365,8.0047,,,CA012537,8082391,JOHN P. TULLY (CCGS;Offshore Oceangr.Science Vessel;call sign CG2958;built 1985),WORLD OCEAN CIRCULATION EXPERIMENT (WOCE),18DD9403_2,,,,,,var2 = CTD: TYPE UNKNOWN,,,,397.68,8.6966,34.615002,26.6,2.74,42.3,37.1,,,,,2.3637,,,1.9826971332057938e+18,,,,,,,,0.0,0.0,,,,34.782655,8.65054,26.876991
161,WOD_CANADA,8082391,B,1994-10-25T10:13,-168.7365,8.0047,,,CA012537,8082391,JOHN P. TULLY (CCGS;Offshore Oceangr.Science Vessel;call sign CG2958;built 1985),WORLD OCEAN CIRCULATION EXPERIMENT (WOCE),18DD9403_2,,,,,,var2 = CTD: TYPE UNKNOWN,,,,595.38,6.7502,34.550999,36.4,2.94,58.8,39.8,,,,,2.3794,,,1.9969979434985562e+18,,,,,,,,0.0,0.0,,,,34.720253,6.69205,27.113122
162,WOD_CANADA,8082391,B,1994-10-25T10:13,-168.7365,8.0047,,,CA012537,8082391,JOHN P. TULLY (CCGS;Offshore Oceangr.Science Vessel;call sign CG2958;built 1985),WORLD OCEAN CIRCULATION EXPERIMENT (WOCE),18DD9403_2,,,,,,var2 = CTD: TYPE UNKNOWN,,,,794.29,5.401,34.547001,42.6,3.09,77.1,42.5,,,,,2.4031,,,2.0119330227697925e+18,,,,,,,,0.0,0.0,,,,34.718343,5.33152,27.284403
167,WOD_CANADA,8082398,B,1994-10-26T00:31,-168.7133,7.0048,,,CA012537,8082398,JOHN P. TULLY (CCGS;Offshore Oceangr.Science Vessel;call sign CG2958;built 1985),WORLD OCEAN CIRCULATION EXPERIMENT (WOCE),18DD9403_2,,,,,,var2 = CTD: TYPE UNKNOWN,,,,582.51,7.4874,34.59,21.3,2.96,50.8,39.5,,,,,2.3765,,,1.9940837722324772e+18,,,,,,,,0.0,0.0,,,,34.75908,7.4265,27.04157
168,WOD_CANADA,8082398,B,1994-10-26T00:31,-168.7133,7.0048,,,CA012537,8082398,JOHN P. TULLY (CCGS;Offshore Oceangr.Science Vessel;call sign CG2958;built 1985),WORLD OCEAN CIRCULATION EXPERIMENT (WOCE),18DD9403_2,,,,,,var2 = CTD: TYPE UNKNOWN,,,,799.26,5.6253,34.549,37.4,3.08,72.2,42.1,,,,,2.3974,,,2.0110398670836787e+18,,,,,,,,,,,,,34.72016,5.55388,27.259027
173,WOD_CANADA,8082398,B,1994-10-26T00:31,-168.7133,7.0048,,,CA012537,8082398,JOHN P. TULLY (CCGS;Offshore Oceangr.Science Vessel;call sign CG2958;built 1985),WORLD OCEAN CIRCULATION EXPERIMENT (WOCE),18DD9403_2,,,,,,var2 = CTD: TYPE UNKNOWN,,,,582.51,7.4874,34.59,21.3,2.96,50.8,39.5,,,,,2.3765,,,1.9940837722324772e+18,,,,,,,,0.0,0.0,,,,34.75908,7.4265,27.04157
174,WOD_CANADA,8082398,B,1994-10-26T00:31,-168.7133,7.0048,,,CA012537,8082398,JOHN P. TULLY (CCGS;Offshore Oceangr.Science Vessel;call sign CG2958;built 1985),WORLD OCEAN CIRCULATION EXPERIMENT (WOCE),18DD9403_2,,,,,,var2 = CTD: TYPE UNKNOWN,,,,799.26,5.6253,34.549,37.4,3.08,72.2,42.1,,,,,2.3974,,,2.0110398670836787e+18,,,,,,,,,,,,,34.72016,5.55388,27.259027
178,WOD_CANADA,8082411,B,1994-10-26T13:52,-168.7372,6.0047,,,CA012537,8082411,JOHN P. TULLY (CCGS;Offshore Oceangr.Science Vessel;call sign CG2958;built 1985),WORLD OCEAN CIRCULATION EXPERIMENT (WOCE),18DD9403_2,,,,,,var2 = CTD: TYPE UNKNOWN,,,,596.9,7.0792,34.580002,23.5,2.98,53.6,40.1,,,,,2.3765,,,1.9954677862982822e+18,,,,,,,,0.0,0.0,,,,34.748935,7.0189,27.090951
179,WOD_CANADA,8082411,B,1994-10-26T13:52,-168.7372,6.0047,,,CA012537,8082411,JOHN P. TULLY (CCGS;Offshore Oceangr.Science Vessel;call sign CG2958;built 1985),WORLD OCEAN CIRCULATION EXPERIMENT (WOCE),18DD9403_2,,,,,,var2 = CTD: TYPE UNKNOWN,,,,794.92,5.3639,34.549,39.8,3.09,74.5,42.3,,,,,2.3994,,,2.0125479042213942e+18,,,,,,,,,,,,,34.71987,5.29459,27.290001
183,WOD_CANADA,8082411,B,1994-10-26T13:52,-168.7372,6.0047,,,CA012537,8082411,JOHN P. TULLY (CCGS;Offshore Oceangr.Science Vessel;call sign CG2958;built 1985),WORLD OCEAN CIRCULATION EXPERIMENT (WOCE),18DD9403_2,,,,,,var2 = CTD: TYPE UNKNOWN,,,,596.9,7.0792,34.580002,23.5,2.98,53.6,40.1,,,,,2.3765,,,1.9954677862982822e+18,,,,,,,,0.0,0.0,,,,34.748935,7.0189,27.090951
184,WOD_CANADA,8082411,B,1994-10-26T13:52,-168.7372,6.0047,,,CA012537,8082411,JOHN P. TULLY (CCGS;Offshore Oceangr.Science Vessel;call sign CG2958;built 1985),WORLD OCEAN CIRCULATION EXPERIMENT (WOCE),18DD9403_2,,,,,,var2 = CTD: TYPE UNKNOWN,,,,794.92,5.3639,34.549,39.8,3.09,74.5,42.3,,,,,2.3994,,,2.0125479042213942e+18,,,,,,,,,,,,,34.71987,5.29459,27.290001
188,WOD_CANADA,8082420,B,1994-10-27T09:31,-168.74471,4.9445,,,CA012537,8082420,JOHN P. TULLY (CCGS;Offshore Oceangr.Science Vessel;call sign CG2958;built 1985),WORLD OCEAN CIRCULATION EXPERIMENT (WOCE),18DD9403_2,,,,,,var2 = CTD: TYPE UNKNOWN,,,,600.18,7.1236,34.573002,59.7,2.76,48.9,38.1,,,,,2.3726,,,1.9766076261784924e+18,,,,,,,,0.0,0.0,,,,34.741732,7.06286,27.079227
